Feature,Mean_SHAP,Std_SHAP,Max_SHAP,Min_SHAP,Abs_Mean_SHAP,Positive_Count,Negative_Count,Zero_Count,Mean_Original_Value,Std_Original_Value,Correlation_SHAP_Original
Mileage,0.00047295150081930263,0.0018010431249384222,0.004228269388850841,-0.0009641373474879454,0.001347693868174207,52,130,0,-0.0689523568425632,0.9850068116975444,-0.04540858035995089
Model Year,-0.00044857578492058826,0.0017060351611580932,0.0009153240124497577,-0.004014196227130212,0.0012746502248971948,130,52,0,0.24699359000927656,0.9311643099699591,0.006839631892432224
Lighting,-0.0004461464116530924,0.0008581351138928913,0.0002718493074584361,-0.0017823280268730835,0.0005919127688334289,129,53,0,-0.5220434954980255,1.1196219475703184,0.4701193448108833
Make,-2.4375715898716803e-05,9.522119796753886e-05,4.881333503819012e-05,-0.0002140731617206444,7.304364327701454e-05,130,52,0,-0.44142086303819755,0.8363316547479372,-0.037144081694221134
Roadway Surface,0.0,0.0,0.0,0.0,0.0,0,0,182,-0.3855640249721819,0.9437777771746536,
Weather - Cloudy,0.0,0.0,0.0,0.0,0.0,0,0,182,-0.06497603150793688,0.9120016122276569,
State,0.0,0.0,0.0,0.0,0.0,0,0,182,-0.15946465247400338,1.0021424782019543,
Posted Speed Limit (MPH),0.0,0.0,0.0,0.0,0.0,0,0,182,-0.3083644726912842,0.8732988694270647,
ADS Equipped?,0.0,0.0,0.0,0.0,0.0,0,0,182,0.7604996916214647,0.8610758064546865,
CP Was Vehicle Towed?,0.0,0.0,0.0,0.0,0.0,0,0,182,-0.5780677613241971,1.102956855457414,
SV Was Vehicle Towed?,0.0,0.0,0.0,0.0,0.0,0,0,182,-0.4387067641752587,1.129780756558501,
