Feature,Mean_SHAP,Std_SHAP,Max_SHAP,Min_SHAP,Abs_Mean_SHAP,Positive_Count,Negative_Count,Zero_Count,Mean_Original_Value,Std_Original_Value,Correlation_SHAP_Original
CP Pre-Crash Movement,-0.02551916,0.04464606,0.14672565,-0.08501643,0.04346602,16,166,0,-0.2847785230610886,1.0977945752911393,0.13879508619205597
SV Precrash Speed (MPH),0.039221443,0.01423556,0.055521287,-0.0051368806,0.039592326,167,15,0,-0.4400424365909132,0.682890087678399,0.026619579879364072
SV Contact Area - Front,-0.031816624,0.009656094,-0.004046412,-0.045595597,0.031816624,0,182,0,-0.40231874432481757,0.7256535162289647,0.1387636537369481
CP Was Vehicle Towed?,-0.031808026,0.0036486273,-0.018918233,-0.039555505,0.031808026,0,182,0,-0.5256991749454837,1.0353963147187286,0.06863557612102662
SV Contact Area - Rear Left,0.029898984,0.009868939,0.05407669,0.004110926,0.029898984,182,0,0,0.17709014225682979,1.1279746835735,0.16025713980200146
SV Contact Area - Rear Right,-0.026238661,0.0067204186,-0.0021067676,-0.065183416,0.026238661,0,182,0,0.009480980595786013,1.0068609274983322,-0.5813726222304
State,0.0079700425,0.022859149,0.044900227,-0.047199048,0.02129702,123,59,0,-0.32018733191204835,0.842613668948461,-0.3469374822277762
Posted Speed Limit (MPH),0.0029967683,0.021704374,0.018279487,-0.037544325,0.020786257,129,53,0,-0.4238227697765716,0.6142232339698711,0.2559540186058512
ADS Equipped?,0.01969306,0.00813878,0.028198447,0.0032686696,0.01969306,182,0,0,0.7068180427481645,0.8535535611561537,0.37593258265289936
Weather - Severe Wind,0.01687413,0.0056940317,0.029245563,0.007941331,0.01687413,182,0,0,0.0,0.0,
Weather - Fog/Smoke,-0.0008375485,0.01810186,0.0212119,-0.040007964,0.015585291,125,57,0,0.0,0.0,
SV Contact Area - Left,0.0135790175,0.0049575283,0.022922067,0.0011946905,0.0135790175,182,0,0,-0.07332261076076699,0.897508077509307,-0.0450885349890816
Automation System Engaged?,0.013208888,0.00306772,0.016915742,0.00139583,0.013208888,182,0,0,0.3014370304845062,0.6763497017836316,-0.256901739918036
SV Was Vehicle Towed?,0.0011272676,0.016889337,0.007567708,-0.15545231,0.0070043597,175,7,0,-0.34693172511865555,1.062233920279147,0.12835532809501177
Model Year,0.005746374,0.0015823623,0.00703094,0.001414603,0.005746374,182,0,0,0.12672786410746054,0.7292795602584098,0.12056811195001649
Mileage,0.0049945777,0.0009922506,0.006955955,0.0030636778,0.0049945777,182,0,0,-0.2024101493486004,0.3520650268355076,0.08718529481214249
Crash With,-0.00063177134,0.003791116,0.004042395,-0.012783847,0.0024171679,104,78,0,0.0975393465430408,0.8878822573272712,-0.2494266454934422
SV Contact Area - Front Left,-0.0012332951,0.0027404325,0.0032680319,-0.010780987,0.0023906168,76,106,0,-0.19996041778922735,0.8717011196921856,0.11989122369536984
Make,-0.0023607055,0.00042017692,-0.0016180703,-0.0030205846,0.0023607055,0,182,0,-0.32343959296998004,0.8301355172047779,-0.0033232400425300197
Lighting,0.0007202758,0.002233218,0.0035780782,-0.006383528,0.0019303688,144,38,0,-0.3916698942401204,1.1107186120135948,0.2880350137357856
